Index,Name,Nationality,Positions,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
7125,J. Faussurier,France,RB,67,73,74,74,68,66,75,59,53,52,49,6,14,10,13,7,58,61,83,69,57,68,62,69,65,69,53,67,66,93,68,68,70,48,65,67,69,63,68,65,69,67,68,69,63,67,61,64,69,65,69,67,68,69,63,67,61,64,69,61
7126,C. Ayala,Colombia,CM,59,45,65,63,72,62,47,57,66,45,45,12,10,10,16,6,57,55,68,71,64,67,50,54,72,71,48,63,62,79,68,73,60,45,64,64,67,62,67,64,64,64,67,67,62,63,59,62,65,64,64,64,67,67,62,63,59,62,65,59
7127,Borja Domínguez,Spain,CAM,41,73,52,45,68,65,60,74,61,59,63,6,6,13,12,12,58,61,51,73,71,60,61,64,62,74,56,62,37,58,67,70,70,49,65,64,67,62,68,65,60,64,68,67,62,62,60,61,61,65,60,64,68,67,62,62,60,61,61,60
7128,A. Quan,China PR,RM,84,61,69,68,70,69,68,61,67,59,70,16,9,9,12,15,70,55,65,70,62,67,62,58,62,59,61,61,81,63,57,66,70,55,66,63,62,66,64,66,65,63,64,62,66,67,65,67,64,66,65,63,64,62,66,67,65,67,64,65
7129,Z. Erdal,Turkey,LB,74,81,66,63,62,68,64,52,60,42,47,16,16,6,9,11,58,70,64,64,56,62,44,44,71,62,72,68,68,78,67,71,46,36,58,67,66,58,61,58,67,67,61,66,58,61,58,59,67,58,67,67,61,66,58,61,58,59,67,58
7130,S. Luaibi,Iraq,CB,51,63,56,71,71,55,68,53,65,55,65,10,11,15,13,10,66,65,73,70,70,63,61,66,65,71,71,62,53,70,66,72,70,44,66,66,67,65,69,66,65,66,69,67,65,65,64,64,65,66,65,66,69,67,65,65,64,64,65,64
7131,J. Blayac,France,ST,63,51,68,56,67,60,42,49,64,69,51,7,7,13,6,13,72,27,55,49,54,31,62,70,64,64,64,34,67,74,26,81,58,53,64,47,49,65,59,64,48,47,59,49,65,62,67,63,50,64,48,47,59,49,65,62,67,63,50,67
7132,S. Altamiras,Chile,CM,78,44,81,77,72,62,73,77,71,45,75,9,8,7,9,7,55,44,56,76,61,31,67,67,59,66,72,22,67,62,22,61,58,47,66,43,52,65,63,66,50,43,63,52,65,67,62,66,54,66,50,43,63,52,65,67,62,66,54,62
7133,G. Puşcaş,Romania,ST,70,36,70,70,66,73,32,50,68,72,43,9,11,11,7,10,58,15,65,35,58,21,69,74,66,51,65,20,67,60,23,70,46,61,61,38,40,65,52,61,40,38,52,40,65,59,67,62,42,61,40,38,52,40,65,59,67,62,42,67
7134,M. Jevtović,Serbia,RW,77,64,76,68,68,68,63,64,70,66,54,7,13,13,7,8,48,45,63,58,63,41,59,65,68,62,67,43,78,74,40,68,58,58,66,51,56,67,62,66,56,51,62,56,67,67,66,68,59,66,56,51,62,56,67,67,66,68,59,66
7135,Elgezabal,Spain,CB,58,72,56,56,60,61,40,36,39,24,46,8,14,14,15,6,66,66,71,62,26,71,41,38,59,63,58,68,54,63,67,70,46,32,49,67,64,48,55,49,62,67,55,64,48,50,48,47,60,49,62,67,55,64,48,50,48,47,60,48
7136,Guilherme Sityá,Brazil,LB,80,60,77,71,70,58,70,65,68,30,49,9,7,11,8,7,52,62,70,65,29,66,36,47,63,65,53,68,79,67,66,76,64,28,61,65,66,59,62,61,67,65,62,66,59,65,54,62,68,61,67,65,62,66,59,65,54,62,68,54
7137,J. Bacuna,Netherlands,CDM,74,78,70,64,73,64,68,66,75,55,64,6,11,8,14,10,61,68,72,67,68,53,59,57,68,66,76,43,75,75,52,70,64,61,67,61,64,67,67,67,63,61,67,64,67,69,66,68,65,67,63,61,67,64,67,69,66,68,65,66
7138,L. Frecklington,Republic of Ireland,CDM,66,66,69,69,67,64,64,56,63,61,59,8,13,7,14,16,59,58,70,65,69,55,68,67,68,67,67,53,64,86,50,66,69,62,66,59,63,66,67,66,62,59,67,63,66,67,65,66,63,66,62,59,67,63,66,67,65,66,63,65
7139,V. Marcel,France,RM,73,52,77,69,70,62,66,59,75,68,52,11,6,14,12,7,58,58,71,67,52,60,52,63,60,73,64,61,71,67,67,51,63,59,68,61,64,67,67,68,65,61,67,64,67,69,65,69,66,68,65,61,67,64,67,69,65,69,66,65
7140,Escassi,Spain,CDM,58,70,68,62,71,57,55,47,57,36,60,16,11,8,7,7,65,71,69,61,43,61,49,50,69,75,46,62,48,76,65,71,53,36,60,67,68,57,64,60,65,67,64,68,57,60,55,58,65,60,65,67,64,68,57,60,55,58,65,55
7141,J. Van Rankin,Mexico,RB,75,66,72,74,65,62,63,59,66,26,41,7,7,15,13,11,57,66,63,64,40,68,59,40,67,66,57,67,77,72,67,59,59,37,59,65,66,57,62,59,67,65,62,66,57,62,53,59,68,59,67,65,62,66,57,62,53,59,68,53
7142,M. Bakić,Montenegro,CAM,63,70,66,59,75,67,67,59,72,52,59,6,14,7,12,12,60,47,57,69,73,51,45,64,69,72,75,49,61,50,49,59,67,49,68,56,60,67,67,68,58,56,67,60,67,67,65,67,59,68,58,56,67,60,67,67,65,67,59,65
7143,H. Rojas,Colombia,CAM,72,47,71,71,71,68,72,71,69,59,70,16,13,12,11,12,48,40,58,68,74,40,53,66,65,71,74,55,68,67,60,69,71,64,69,54,60,68,67,69,60,54,67,60,68,69,65,69,61,69,60,54,67,60,68,69,65,69,61,65
7144,M. Arrufe,Chile,LM,49,44,68,73,65,62,52,73,70,58,77,13,17,17,17,17,51,22,49,62,61,23,60,70,67,72,52,35,65,49,42,50,70,44,67,42,49,65,63,67,47,42,63,49,65,64,61,64,49,67,47,42,63,49,65,64,61,64,49,61
7145,Franci Martinho,Brazil,ST,55,43,42,41,57,72,55,41,61,71,51,12,9,11,10,11,75,31,63,41,64,11,51,62,62,51,77,12,71,55,11,88,41,61,56,39,39,61,50,56,40,39,50,39,61,57,67,59,42,56,40,39,50,39,61,57,67,59,42,67
7146,W. Yarbrough,United States,GK,59,29,40,46,21,69,12,14,18,17,12,67,62,70,68,68,14,12,75,35,16,12,22,16,67,32,25,14,56,34,15,75,52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7147,M. Birighitti,Australia,GK,46,33,67,41,16,31,12,12,13,11,11,70,65,64,67,73,11,23,67,17,12,11,14,9,59,29,19,14,50,32,14,62,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7148,J. Quiñones,Colombia,CB,31,72,30,29,48,59,27,28,31,21,49,14,8,10,8,12,79,72,30,64,41,67,35,25,62,41,66,59,33,57,71,91,33,29,38,67,61,39,48,38,55,67,48,61,39,38,45,35,52,38,55,67,48,61,39,38,45,35,52,45
7149,Pomares,Spain,LM,73,70,62,54,64,62,71,57,59,31,52,7,6,12,6,13,51,63,67,65,44,53,49,57,61,64,52,68,77,89,64,68,52,36,58,62,64,57,62,58,67,62,62,64,57,63,54,60,68,58,67,62,62,64,57,63,54,60,68,54
7150,N. Besara,Sweden,CF,67,48,78,70,69,65,66,66,67,69,65,10,13,9,6,16,43,41,51,58,72,12479,62,70,64,67,71,09�� 29��,64,70,13575,59,66,63,67,45,53,67,64,67,52,45,64,53,67,67,65,68,55,67,52,45,64,53,67,67,65,68,55,65
7151,Z. Bergdich,Morocco,LB,85,60,81,74,69,61,73,75,68,46,46,15,12,9,6,11,64,65,86,68,39,61,44,67,57,65,74,65,81,59,67,79,59,38,64,66,65,64,63,64,67,66,63,65,64,67,64,66,67,64,67,66,63,65,64,67,64,66,67,64
7152,D. Zbozień,Poland,RB,70,66,61,56,63,65,69,49,59,46,36,13,9,16,8,14,50,80,80,61,38,71,50,53,58,56,64,68,38,71,80,71,59,47,57,69,68,56,61,57,67,69,61,68,56,59,55,57,67,57,67,69,61,68,56,59,55,57,67,55
7153,F. Özçal,Turkey,CDM,74,65,73,81,68,66,66,42,68,53,36,10,7,10,9,11,36,63,72,66,71,43,51,63,71,71,73,44,73,72,57,57,67,42,68,56,63,66,67,68,61,56,67,63,66,68,62,67,63,68,61,56,67,63,66,68,62,67,63,62
7154,J. Byrne,Republic of Ireland,CDM,69,63,73,72,73,62,65,72,68,55,68,7,8,12,8,6,49,50,64,71,66,48,50,58,63,73,70,51,67,72,53,64,69,52,68,56,62,66,67,68,60,56,67,62,66,67,62,66,62,68,60,56,67,62,66,67,62,66,62,62
7155,K. Hyland,Trinidad & Tobago,CM,62,73,57,66,69,70,57,49,68,49,64,7,12,13,8,9,67,66,75,65,70,60,55,64,66,67,80,66,55,70,69,85,64,57,65,68,67,65,66,65,65,68,66,67,65,64,65,63,65,65,65,68,66,67,65,64,65,63,65,65
7156,Y. Stark,Germany,RM,69,81,67,64,67,71,58,59,62,56,56,8,7,14,8,7,68,64,76,63,70,59,64,57,67,66,77,67,66,77,69,78,61,49,64,68,67,64,65,64,66,68,65,67,64,64,65,63,66,64,66,68,65,67,64,64,65,63,66,65
7157,M. Tanković,Sweden,CAM,77,50,72,75,74,64,58,65,72,62,56,7,12,9,10,11,59,25,49,49,62,31,70,73,64,68,69,24,73,73,20,65,73,57,69,42,49,70,63,69,48,42,63,49,70,69,67,69,52,69,48,42,63,49,70,69,67,69,52,67
7158,Raúl Llorente,Spain,LB,84,74,75,90,63,46,63,55,59,24,30,10,14,10,6,9,57,62,81,56,39,65,32,55,55,55,66,72,84,82,65,59,46,38,55,64,62,55,57,55,67,64,57,62,55,60,54,58,67,55,67,64,57,62,55,60,54,58,67,54
7159,S. Williams,United States,LB,74,70,75,68,59,59,68,54,61,54,56,15,7,12,14,7,61,68,75,59,53,63,50,61,60,63,59,66,79,77,67,62,59,49,61,65,64,61,62,61,67,65,62,64,61,64,60,63,67,61,67,65,62,64,61,64,60,63,67,60
7160,M. Knoll,Germany,CDM,72,70,73,66,64,59,65,72,59,38,76,14,9,14,10,11,59,59,87,57,62,65,46,49,64,64,77,67,76,61,67,78,54,49,59,67,63,59,60,59,65,67,60,63,59,61,59,60,65,59,65,67,60,63,59,61,59,60,65,59
7161,W. Francis,Costa Rica,LWB,74,67,72,71,57,62,64,69,63,40,60,7,7,12,13,13,48,66,74,57,52,63,52,59,64,63,61,67,78,79,69,60,61,53,60,64,64,59,61,60,67,64,61,64,59,63,57,61,67,60,67,64,61,64,59,63,57,61,67,57
7162,Miguel Cardoso,Portugal,CAM,70,40,72,74,70,65,66,58,71,63,46,8,7,9,9,8,43,31,33,60,55,35,58,69,68,67,61,34,73,51,34,62,68,54,68,43,51,67,62,68,50,43,62,51,67,67,64,68,53,68,50,43,62,51,67,67,64,68,53,64
7163,E. Duplan,France,CM,64,57,72,72,74,74,68,60,72,65,52,12,16,7,15,12,72,52,91,65,62,54,62,70,68,68,66,47,51,66,55,62,74,66,69,59,62,69,68,69,60,59,68,62,69,68,67,68,61,69,60,59,68,62,69,68,67,68,61,67
7164,Galeno,Brazil,RW,79,52,76,63,72,59,58,61,71,68,45,13,6,13,11,15,41,41,63,48,54,29,59,68,67,62,74,29,77,69,35,64,56,56,66,45,51,68,60,66,52,45,60,51,68,67,66,68,55,66,52,45,60,51,68,67,66,68,55,66
7165,R. Ince,England,CB,68,74,57,59,64,66,30,42,65,27,40,13,13,13,11,16,68,69,68,60,59,63,41,51,62,65,70,70,71,73,68,83,59,62,59,69,67,59,62,59,64,69,62,67,59,58,58,56,63,59,64,69,62,67,59,58,58,56,63,58
7166,L. Höler,Germany,ST,68,60,69,67,65,62,42,49,67,70,38,8,7,12,10,10,67,22,75,40,64,18,61,67,64,59,69,18,78,69,21,26665,52,55,63,42,44,65,55,63,44,42,55,44,65,62,67,64,46,63,44,42,55,44,65,62,67,64,46,67
7167,Servando,Spain,CB,69,92,66,55,55,70,54,43,38,36,52,10,7,11,14,8,77,57,89,62,35,63,38,48,56,58,71,67,68,85,62,72,41,50,50,67,62,51,54,50,63,67,54,62,51,54,55,50,62,50,63,67,54,62,51,54,55,50,62,55
7168,F. Della Rocca,Italy,CM,69,64,72,66,70,63,60,61,66,58,49,12,11,10,15,12,55,65,57,68,69,48,61,55,72,68,68,55,65,76,55,64,68,57,67,59,64,65,67,67,62,59,67,64,65,66,63,65,64,67,62,59,67,64,65,66,63,65,64,63
7169,F. Gounongbe,Benin,ST,58,66,51,46,64,68,37,36,58,68,38,13,14,11,10,8,74,29,76,32,64,16,75,69,62,57,72,13,68,54,18,83,60,58,60,43,42,64,53,60,40,43,53,42,64,58,67,60,42,60,40,43,53,42,64,58,67,60,42,67
7170,M. Gouaida,Tunisia,RM,79,39,79,75,70,53,65,53,73,52,41,9,12,10,16,16,40,24,67,53,46,23,48,63,60,67,51,36,76,68,34,59,61,45,65,41,48,64,60,65,50,41,60,48,64,67,59,66,54,65,50,41,60,48,64,67,59,66,54,59
7171,F. Schönheim,Germany,LB,64,70,53,48,64,64,70,68,59,40,61,9,16,15,16,9,62,62,55,60,55,67,58,55,63,66,74,65,76,70,68,87,59,50,60,67,66,60,62,60,66,67,62,66,60,62,60,60,66,60,66,67,62,66,60,62,60,60,66,60
7172,R. Wallace,Costa Rica,LW,78,74,74,72,66,65,65,69,65,63,49,11,12,15,15,16,63,60,73,56,60,55,59,67,66,63,66,55,77,87,55,64,66,56,66,61,62,66,64,66,64,61,64,62,66,67,66,67,65,66,64,61,64,62,66,67,66,67,65,66
7173,C. Ramírez,Mexico,LM,80,28,84,78,65,61,62,65,72,69,56,15,12,8,12,8,50,43,34,57,59,29,60,66,60,63,62,31,82,71,39,62,59,52,66,44,51,66,61,66,53,44,61,51,66,67,65,68,56,66,53,44,61,51,66,67,65,68,56,65
7174,E. Revolledo,Chile,CAM,58,44,73,58,76,72,60,44,76,65,57,11,8,7,9,15,64,31,49,64,67,49,59,70,61,70,52,48,56,53,44,55,68,63,69,50,55,68,65,69,53,50,65,55,68,67,65,68,55,69,53,50,65,55,68,67,65,68,55,65
7175,I. Uzochukwu,Nigeria,CDM,74,76,85,86,69,72,30,46,63,48,48,10,6,6,14,13,53,69,84,67,64,64,40,51,68,70,71,63,76,77,66,75,66,44,65,67,69,63,67,65,65,67,67,69,63,62,61,62,64,65,65,67,67,69,63,62,61,62,64,61
7176,Pelayo,Spain,CM,66,59,74,59,70,48,59,59,62,57,49,9,7,12,12,14,72,65,75,72,55,63,59,62,60,75,49,56,70,67,63,71,69,54,67,65,67,64,68,67,64,65,68,67,64,66,63,65,64,67,64,65,68,67,64,66,63,65,64,63
7177,Rafinha,Brazil,LB,61,71,60,57,66,76,69,74,64,57,54,7,12,13,7,12,62,69,64,65,61,66,48,63,66,67,71,72,58,65,71,68,59,54,63,68,67,63,65,63,67,68,65,67,63,64,63,63,67,63,67,68,65,67,63,64,63,63,67,63
7178,A. Vacca,Italy,CM,72,69,59,81,66,70,48,45,67,49,40,9,9,7,13,15,44,65,62,69,56,48,38,60,66,71,48,53,73,83,62,62,67,44,65,59,65,63,67,65,62,59,67,65,63,65,58,63,64,65,62,59,67,65,63,65,58,63,64,58
7179,C. Chimino,Argentina,RB,76,70,62,66,63,52,61,58,61,35,45,12,13,15,11,6,57,64,64,53,53,60,62,49,69,60,60,65,78,81,68,62,45,34,57,64,63,57,59,57,67,64,59,63,57,61,56,59,67,57,67,64,59,63,57,61,56,59,67,56
7180,E. Farias,Venezuela,ST,59,73,56,59,65,46,29,35,61,72,28,13,9,14,9,11,66,33,66,45,55,20,64,67,61,53,79,13,64,57,22,76,58,68,60,43,45,63,54,60,40,43,54,45,63,57,67,59,42,60,40,43,54,45,63,57,67,59,42,67
7181,J. Garro,Argentina,ST,72,29,72,67,71,55,56,48,66,71,36,11,11,16,7,7,57,12,62,47,42,21,66,71,61,62,71,20,68,72,17,71,52,58,63,36,42,66,56,63,43,36,56,42,66,64,67,65,47,63,43,36,56,42,66,64,67,65,47,67
7182,B. Dibassy,France,CB,76,67,70,61,67,58,66,49,67,48,30,6,5,8,9,5,61,65,66,63,59,67,36,57,58,68,68,68,72,69,69,76,48,44,62,67,66,62,62,62,67,67,62,66,62,64,61,63,67,62,67,67,62,66,62,64,61,63,67,61
7183,Anderson Conceição,Brazil,CB,34,67,46,41,53,60,34,32,34,28,28,12,10,8,15,13,76,68,69,56,22,70,45,41,59,49,63,66,51,51,67,79,46,29,44,67,60,44,50,44,58,67,50,60,44,44,48,41,55,44,58,67,50,60,44,44,48,41,55,48
7184,H. Urrego,Colombia,CB,56,75,57,55,48,62,47,33,44,38,26,13,13,6,6,7,73,72,81,51,24,64,32,40,64,49,28,59,63,80,64,77,34,22,45,67,61,45,50,45,62,67,50,61,45,50,48,47,60,45,62,67,50,61,45,50,48,47,60,48
7185,M. McGovern,Northern Ireland,GK,32,18,48,33,15,30,11,11,10,9,13,69,65,64,68,69,20,23,52,22,13,9,14,16,60,13,20,12,34,33,17,49,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7186,C. Matheu,Argentina,CB,67,73,50,52,67,67,55,37,49,21,15,9,8,7,14,8,67,65,64,67,31,71,30,47,67,61,22,51,67,60,68,75,50,21,54,67,65,51,58,54,63,67,58,65,51,57,48,53,62,54,63,67,58,65,51,57,48,53,62,48
7187,L. Heredia,Argentina,CAM,70,44,64,61,72,63,60,67,74,65,45,11,8,13,8,8,54,33,60,62,66,32,56,65,62,66,71,30,76,65,31,72,63,71,67,45,51,68,63,67,50,45,63,51,68,67,67,68,53,67,50,45,63,51,68,67,67,68,53,67
7188,Thiago Cardoso,Brazil,CB,53,70,56,58,50,63,34,50,45,25,47,16,6,12,7,10,65,68,77,45,39,67,40,32,64,58,61,64,54,47,66,79,33,21,46,67,60,46,49,46,58,67,49,60,46,45,48,45,56,46,58,67,49,60,46,45,48,45,56,48
7189,P. Testroet,Germany,ST,67,72,68,76,64,63,57,80,67,66,39,12,10,15,16,12,62,35,76,41,67,29,69,69,61,60,70,33,75,74,39,78,50,60,62,50,50,65,57,62,51,50,57,50,65,63,67,64,53,62,51,50,57,50,65,63,67,64,53,67
7190,J. Aguirre,Argentina,LM,94,55,83,79,69,49,58,56,70,57,43,12,13,15,14,9,46,40,57,57,61,46,64,56,58,67,67,48,94,70,55,58,56,58,66,53,56,66,61,66,59,53,61,56,66,67,63,67,61,66,59,53,61,56,66,67,63,67,61,63
7191,A. Ajagun,Nigeria,CM,82,60,77,85,70,60,50,42,67,67,33,14,12,11,14,12,58,17,53,55,70,17,67,67,65,65,72,18,83,88,14,40,62,68,67,35,45,68,61,67,46,35,61,45,68,67,67,68,49,67,46,35,61,45,68,67,67,68,49,67
7192,D. O'Dea,Republic of Ireland,CB,52,70,41,62,61,66,42,20,57,22,18,8,6,7,12,11,68,66,50,62,26,69,29,23,61,60,35,67,45,66,70,73,52,19,50,67,65,47,56,50,61,67,56,65,47,51,44,47,60,50,61,67,56,65,47,51,44,47,60,44
7193,Iriondo,Spain,LWB,75,70,75,81,64,56,70,65,59,47,45,15,9,15,7,14,64,61,70,56,49,70,49,49,69,65,70,67,78,58,69,58,48,54,59,66,64,60,59,59,67,66,59,64,60,62,60,62,66,59,67,66,59,64,60,62,60,62,66,60
7194,A. Oukidja,France,GK,48,24,54,58,12,34,13,11,14,14,18,72,66,65,71,70,16,18,56,27,19,10,24,11,49,24,26,12,45,44,19,44,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7195,L. Kruse,Germany,GK,53,35,41,44,14,31,13,14,15,12,13,70,67,56,65,72,15,19,69,28,14,13,21,6,65,15,22,14,32,32,13,64,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7196,W. Saïd,France,RM,76,43,77,85,72,61,62,49,73,69,38,11,9,12,12,14,62,22,54,61,58,19,61,68,62,73,68,14,79,51,15,42,52,62,68,36,44,68,60,68,44,36,60,44,68,68,67,69,48,68,44,36,60,44,68,68,67,69,48,67
7197,Matheus Índio,Brazil,RW,77,47,77,79,70,61,70,73,69,62,61,7,11,15,9,15,49,24,64,69,59,45,51,62,67,70,71,37,75,68,42,57,64,50,68,47,54,67,64,68,54,47,64,54,67,69,64,68,57,68,54,47,64,54,67,69,64,68,57,64
7198,R. Vincelot,France,CB,61,75,69,69,66,65,56,43,65,55,45,6,12,10,10,15,73,66,89,64,53,64,58,62,69,63,65,65,60,88,66,81,60,48,63,69,67,63,65,63,66,69,65,67,63,64,64,62,66,63,66,69,65,67,63,64,64,62,66,64
7199,B. Urribarri,Argentina,LB,84,77,85,78,63,38,78,63,62,30,70,12,11,12,6,12,52,62,77,60,64,61,34,59,66,61,70,65,81,83,59,38,66,31,62,60,63,61,63,62,67,60,63,63,61,66,56,64,68,62,67,60,63,63,61,66,56,64,68,56
7200,A. Tonev,Bulgaria,RM,88,37,87,78,66,75,66,66,71,59,67,7,7,9,14,14,54,43,74,64,74,32,53,52,57,65,80,44,86,79,46,58,62,64,66,49,54,66,63,66,58,49,63,54,66,67,64,68,60,66,58,49,63,54,66,67,64,68,60,64
7201,R. Aponzá,Colombia,CAM,79,36,72,72,67,65,55,40,72,55,33,7,7,7,9,15,35,19,63,59,63,27,53,70,59,67,58,38,77,64,26,68,66,39,67,40,47,66,61,67,48,40,61,47,66,66,61,67,51,67,48,40,61,47,66,66,61,67,51,61
7202,I. Pelizzoli,Italy,GK,47,43,51,55,18,51,14,11,13,14,14,69,68,65,71,64,13,20,65,38,13,14,14,10,61,28,41,11,56,32,13,60,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7203,H. Al Raheb,Saudi Arabia,ST,79,45,68,78,62,64,40,37,57,71,45,12,6,9,15,12,70,35,86,31,60,25,50,75,60,52,62,23,82,77,16,69,41,55,59,42,42,63,51,59,46,42,51,42,63,60,67,61,48,59,46,42,51,42,63,60,67,61,48,67
7204,O. Bouy,Morocco,CM,64,66,61,55,76,64,65,63,72,50,75,8,9,7,14,12,68,68,57,75,75,64,49,60,62,78,78,64,54,69,67,69,72,58,69,67,70,67,72,69,66,67,72,70,67,68,65,67,67,69,66,67,72,70,67,68,65,67,67,65
7205,J. Dongou Tsafack,Cameroon,ST,87,50,92,78,61,48,53,45,60,65,33,6,10,13,10,15,58,18,84,43,58,15,45,68,67,67,77,12,87,67,19,72,50,63,64,39,43,66,55,64,44,39,55,43,66,64,67,66,47,64,44,39,55,43,66,64,67,66,47,67
7206,J. Mahecha,Colombia,CDM,59,79,70,69,66,58,71,58,62,52,69,14,9,14,13,11,59,63,77,71,69,58,59,65,74,67,67,56,64,58,67,58,67,70,65,64,66,64,67,65,63,64,67,66,64,65,63,65,64,65,63,64,67,66,64,65,63,65,64,63
7207,Freddy Cardouso,Brazil,RM,67,40,72,81,66,72,74,76,72,52,70,9,9,15,17,9,50,58,64,64,60,20,68,68,71,71,58,36,64,60,37,58,66,50,67,47,55,65,65,67,54,47,65,55,65,67,61,67,58,67,54,47,65,55,65,67,61,67,58,61
7208,T. Breukers,Netherlands,RB,65,66,64,65,59,69,62,58,59,40,46,6,15,16,14,11,62,68,70,57,49,64,45,53,67,61,64,69,71,85,69,66,56,53,58,66,65,58,61,58,67,66,61,65,58,61,57,58,67,58,67,66,61,65,58,61,57,58,67,57
7209,K. Conboy,Denmark,LB,67,84,76,64,62,64,71,68,61,40,66,11,8,15,6,9,61,62,77,57,53,68,38,56,66,66,80,67,67,73,67,73,54,42,60,68,66,60,61,60,67,68,61,66,60,62,60,61,67,60,67,68,61,66,60,62,60,61,67,60
7210,G. Charbonnier,France,ST,34,39,70,61,72,75,52,57,68,73,58,11,13,11,8,16,72,28,48,53,68,31,71,73,60,71,74,13,49,60,39,78,71,66,67,45,50,67,63,67,44,45,63,50,67,63,69,65,47,67,44,45,63,50,67,63,69,65,47,69
7211,M. Herrera,Mexico,CB,62,69,53,53,52,71,31,35,45,28,34,13,10,14,10,12,72,64,61,51,38,67,52,28,67,58,52,70,64,55,68,73,40,26,48,67,61,47,51,48,61,67,51,61,47,48,49,46,58,48,61,67,51,61,47,48,49,46,58,49
7212,I. Lichnovsky,Chile,CB,72,69,67,72,57,52,38,26,49,25,27,10,9,12,15,15,69,63,81,48,23,64,31,40,57,56,61,72,69,60,71,73,34,26,48,67,60,49,50,48,62,67,50,60,49,50,50,49,60,48,62,67,50,60,49,50,50,49,60,50
7213,L. Azcona,Ecuador,GK,46,22,41,56,25,30,13,13,20,19,21,63,56,71,75,78,20,26,61,24,20,16,28,19,54,25,20,15,48,36,15,66,46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214,J. MacDonald,Scotland,GK,22,32,49,36,20,27,20,20,16,17,24,71,62,62,65,72,14,24,57,22,13,14,15,12,65,31,20,15,21,43,14,58,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7215,A. Mlinar Delamea,Slovenia,CB,67,79,59,61,52,20149,36,28,33,29,22,6,8,14,13,6,63,24898,26755,58,29,24624,39,25,69,67,44,24108,61,24473,24504,70,27,26,46,67,64,44,52,46,63,67,52,64,44,48,46,45,61,46,63,67,52,64,44,48,46,45,61,46
7216,A. Karaer,Turkey,CB,72,74,70,70,68,59,68,62,66,59,34,15,9,7,15,11,66,63,65,63,57,65,42,38,68,65,65,61,72,73,68,74,57,22,62,67,66,61,63,62,67,67,63,66,61,64,61,63,67,62,67,67,63,66,61,64,61,63,67,61
7217,L. Brogno,Belgium,RW,79,28,82,66,69,68,63,58,74,68,64,11,14,10,16,10,33,25,66,59,59,25,70,59,55,63,60,22,78,71,24,63,67,54,67,37,46,66,60,67,46,37,60,46,66,67,62,68,51,67,46,37,60,46,66,67,62,68,51,62
7218,F. Vicari,Italy,CB,34,65,45,42,52,42,32,23,36,21,28,16,11,7,10,13,63,60,72,52,21,73,35,24,55,53,43,69,50,65,75,82,34,30,41,67,61,39,48,41,59,67,48,61,39,42,41,38,56,41,59,67,48,61,39,42,41,38,56,41
7219,R. van Drongelen,Netherlands,LB,64,63,55,57,60,54,38,44,44,20,50,14,14,8,7,11,66,66,72,65,24,68,48,22,59,65,29,65,68,65,67,77,56,35,51,67,65,46,56,51,63,67,56,65,46,51,44,47,61,51,63,67,56,65,46,51,44,47,61,44
7220,H. Magnússon,Iceland,LB,58,64,54,55,57,66,47,62,50,25,60,10,5,5,10,10,66,67,70,55,65,71,39,19,55,54,65,69,67,69,71,76,38,33,48,67,62,47,52,48,63,67,52,62,47,49,48,48,62,48,63,67,52,62,47,49,48,48,62,48
7221,L. Gallegos,Chile,LW,79,40,79,73,67,48,66,57,68,60,59,11,7,7,9,6,39,28,69,60,64,45,51,59,61,67,67,45,79,80,57,56,59,58,65,49,55,65,62,65,57,49,62,55,65,67,62,67,60,65,57,49,62,55,65,67,62,67,60,62
7222,A. Chumacero,Bolivia,RM,67,67,72,92,68,70,68,60,63,56,57,8,9,11,14,6,52,72,66,69,57,53,66,57,58,74,58,55,66,82,60,24,62,56,64,57,65,62,67,64,64,57,67,65,62,66,58,64,66,64,64,57,67,65,62,66,58,64,66,58
