Name,Nationality,Position_int,Position,Rating,Height,Weight,Preffered_Foot,Age,Work_Rate1,Work_Rate2,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
Heitor Mutto,Brazil,5,CAM,68,180,75,0,25,1,1,4,3,69,75,22,23,21,55,63,68,22,70,45,65,59,61,68,60,51,53,50,72,47,55,70,66,64,53,52,72,62,12,10,9,10,14
Freddy Cardouso,Brazil,5,CAM,68,172,70,0,29,1,0,4,4,66,72,20,36,37,40,71,68,58,66,72,74,71,64,67,64,60,58,81,72,64,50,58,52,60,76,70,68,50,17,9,15,9,9
Marlon DorrÃ£o,Brazil,5,CDM,68,182,78,1,25,1,1,5,2,71,66,59,74,72,66,62,51,59,62,53,54,69,65,61,55,85,76,70,65,73,60,73,53,58,63,65,71,66,13,11,11,13,8
Fred Soidares,Brazil,1,LB,68,190,79,0,33,1,1,4,2,57,56,68,66,74,71,69,59,72,46,78,59,60,52,60,70,65,77,48,52,43,73,71,40,63,48,44,49,52,9,7,7,15,10
Romario Benzar,Romania,3,RB,73,185,79,1,25,2,1,2,2,64,49,73,73,77,62,67,61,65,62,67,70,68,63,78,81,83,63,62,78,56,61,57,50,54,53,58,55,49,6,9,6,10,7
Giorgi Kvilitaia,Georgia,9,ST,68,193,82,1,23,1,0,4,3,67,74,31,28,25,59,56,67,25,54,58,49,55,52,82,81,64,74,72,76,74,73,61,67,62,62,33,64,51,12,10,13,5,9
Julio Angulo,Ecuador,6,RM,68,180,78,1,26,1,1,3,3,67,63,33,33,28,29,64,70,20,59,47,68,62,58,76,85,68,60,63,62,71,42,72,66,53,53,45,67,57,8,14,11,10,15
Nemanja PetroviÄ‡,Serbia,1,LB,68,176,71,0,24,2,1,3,2,68,72,70,72,67,60,57,64,56,52,57,72,74,72,80,76,63,49,73,65,59,47,68,64,35,64,34,47,40,9,13,6,6,5
Samir MemiÅ¡eviÄ‡,Bosnia Herzegovina,2,CB,68,185,77,1,23,1,1,3,2,50,57,70,59,70,74,64,30,63,27,63,29,66,54,63,66,69,77,64,36,72,65,54,26,26,30,28,41,20,14,14,8,13,8
Aleix Febas,Spain,5,CM,68,171,64,1,21,1,1,3,3,70,63,37,55,59,57,62,63,61,68,58,61,73,71,68,64,60,59,84,76,57,36,67,55,64,73,62,59,57,9,6,6,10,7
SilvÃ¨re Ganvoula,Congo,9,ST,68,191,81,1,20,2,1,4,3,68,65,16,18,21,63,59,61,21,55,63,36,61,23,66,68,68,88,59,63,76,69,69,68,64,51,31,60,60,6,15,15,10,10
Joel,Portugal,1,LB,68,180,72,0,25,1,1,2,2,64,61,65,66,67,67,64,54,64,50,57,60,65,62,73,75,76,71,57,68,65,63,45,40,40,50,55,55,47,12,12,11,10,13
Okacha Hamzaoui,Algeria,9,ST,68,185,76,0,26,1,0,2,3,68,69,20,18,16,75,70,64,32,61,51,58,64,53,68,72,72,63,63,74,60,65,70,67,61,68,68,69,73,6,11,12,6,11
Kevin Bonifazi,Italy,2,CB,68,180,74,1,20,1,1,2,2,56,35,71,72,75,66,58,33,65,37,49,34,50,36,63,67,61,65,65,46,72,59,43,30,30,29,34,44,36,14,8,7,8,6
Jean Thierry Lazare Amani,Ivory Coast,5,CM,68,172,66,1,19,2,2,4,3,74,71,38,53,58,68,68,66,55,67,56,56,68,66,79,77,73,58,78,81,72,41,58,56,67,36,42,40,49,9,7,8,8,11
Maximiliano Sigales,Uruguay,9,ST,68,184,79,1,23,2,0,4,3,63,61,20,22,24,29,62,65,25,61,53,34,56,55,65,64,59,73,67,60,64,69,75,75,70,50,57,71,46,11,13,13,12,9
Yan Brice Eteki,Cameroon,5,CDM,68,173,65,1,19,1,1,3,2,66,61,55,57,68,64,59,54,69,66,48,51,72,69,61,71,75,73,78,74,77,44,71,50,54,48,42,52,37,6,11,7,11,12
David Haro,Spain,6,RM,68,168,61,1,26,1,1,3,3,68,72,30,35,31,56,57,73,38,57,71,63,57,51,83,81,63,41,93,82,76,71,63,70,56,68,55,61,54,14,13,14,7,11
Keagan Buchanan,South Africa,5,CAM,68,170,69,1,25,1,1,4,3,71,73,41,41,43,51,50,69,29,68,52,61,74,60,75,73,67,55,71,65,43,32,46,44,55,61,62,55,40,9,11,13,8,11
Branimir Kalaica,Croatia,2,CB,68,195,84,1,18,1,1,2,2,59,44,66,63,72,68,71,21,61,32,59,22,54,36,55,64,63,75,46,42,65,69,68,21,46,32,23,67,43,11,15,7,6,12
Vladimir Poluyakhtov,Russia,1,LB,68,180,78,1,27,1,2,3,2,54,59,72,70,74,61,65,50,68,62,46,54,63,55,69,71,73,74,63,57,61,64,52,40,56,33,38,36,48,15,10,10,14,10
Fabinho,Portugal,5,CAM,68,180,69,1,22,2,1,3,2,70,72,42,48,46,43,76,64,21,67,49,60,68,64,68,68,64,47,72,66,55,40,60,52,56,60,45,49,48,5,7,11,13,13
Giuliano Modica,Argentina,2,CB,68,184,80,1,26,1,1,4,2,48,49,68,67,69,70,66,44,70,40,67,23,51,40,64,55,67,74,68,49,81,67,46,29,30,26,21,37,27,6,12,8,15,6
Steve Breitkreuz,Germany,2,CB,68,188,87,1,25,1,1,4,2,52,50,65,65,70,72,61,48,67,42,70,40,55,44,54,72,65,74,56,61,80,71,66,51,34,27,30,60,32,10,13,7,9,9
Eric Ocansey,Ghana,6,RM,68,173,66,0,19,1,1,4,3,73,76,23,26,22,52,64,59,27,63,68,57,66,56,83,81,67,47,82,85,75,38,77,53,71,67,42,44,65,13,10,6,10,9
Davide EustÃ¡quio,Brazil,5,CAM,68,178,72,1,25,1,0,4,3,68,67,31,48,34,45,72,73,37,71,51,48,60,72,67,71,57,52,73,74,72,57,55,65,59,58,67,67,62,8,8,12,14,14
AdriÃ¡n Maideira,Brazil,5,CAM,68,170,66,0,33,1,1,3,3,63,68,36,38,41,52,70,71,33,58,59,55,70,51,80,79,66,58,75,82,58,54,70,67,72,65,62,68,66,8,8,9,8,13
Jorgino Baumer,Brazil,5,CAM,68,178,69,1,33,1,1,3,3,68,73,29,31,33,40,68,76,40,62,65,62,67,61,68,59,59,54,79,77,61,50,49,69,41,71,70,68,67,16,9,9,10,16
Ã“scar Sendinho,Brazil,5,CDM,68,178,74,1,29,1,1,3,2,69,65,58,59,63,68,66,60,67,66,65,60,74,72,62,64,70,73,58,66,74,57,70,47,65,62,66,60,57,7,13,7,7,12
MÃ¡rcio Velinha,Brazil,0,GK,68,188,86,1,29,1,1,2,1,20,14,9,12,8,44,62,10,10,60,58,14,21,20,37,41,31,72,49,44,60,18,26,12,20,15,11,26,7,65,69,75,62,73
VÃ¡gner Norteiro,Brazil,3,RB,68,166,62,1,33,1,1,3,3,61,73,73,70,61,51,64,57,69,65,73,66,68,58,78,75,69,31,89,87,70,38,67,46,62,70,72,55,61,7,8,9,11,9
Ronaldo Vieira,Guinea Bissau,5,CDM,68,177,74,1,18,1,1,3,3,70,68,60,63,64,68,63,55,64,65,69,55,72,68,77,79,73,70,77,75,64,44,60,53,56,56,49,46,42,6,12,7,10,8
Mamadou Fall,Senegal,6,RM,68,184,70,1,25,1,1,3,3,67,73,16,21,22,57,62,64,26,61,66,61,63,58,78,83,70,71,63,71,77,60,68,63,64,55,48,58,56,6,10,13,12,8
Odsonne Edouard,France,6,RM,68,187,83,1,19,2,1,4,3,70,74,46,28,44,64,64,69,37,67,68,46,67,52,79,78,72,70,68,72,67,68,71,67,62,62,47,69,64,11,7,13,6,13
NicolÃ¡s LeguizamÃ³n,Argentina,9,ST,68,180,75,1,22,2,1,3,2,67,65,24,25,21,70,67,68,18,36,55,31,51,44,71,69,75,72,58,68,72,71,70,68,59,41,33,55,65,10,8,5,11,13
Song Si Woo,Korea Republic,4,LM,68,175,71,1,23,1,0,2,2,70,70,40,41,38,55,61,71,39,61,63,66,66,61,74,73,50,57,61,68,35,45,59,64,58,58,46,53,47,12,14,8,10,8
AndrÃ©s Schetino,Uruguay,5,CDM,68,183,73,1,22,1,1,3,2,63,59,55,59,71,81,65,52,67,68,41,38,69,65,63,55,73,66,67,48,59,34,63,47,56,49,44,41,51,11,6,11,14,10
Alin ToÅŸca,Romania,2,CB,68,181,81,0,25,1,1,3,2,60,52,69,68,67,62,67,54,69,43,48,61,66,62,76,73,66,67,61,67,58,64,44,46,42,36,34,41,39,12,13,12,6,12
Jon Bautista,Spain,9,ST,68,178,72,1,21,1,1,3,3,63,62,15,16,22,35,64,68,16,52,57,47,55,32,63,63,57,52,68,62,64,62,73,78,72,50,57,70,64,11,9,9,11,13
Ribamar,Brazil,9,ST,68,184,81,0,19,1,1,2,3,62,61,18,14,21,28,55,69,18,57,54,38,60,34,84,80,60,80,66,76,65,61,70,72,52,39,35,68,41,7,14,8,14,11
Daisuke Kikuchi,Japan,4,LM,68,172,68,1,25,2,1,4,3,71,70,24,29,20,35,59,58,37,62,60,67,60,50,83,85,90,60,77,80,69,38,64,57,59,55,59,50,62,13,6,12,12,9
Roy Kortsmit,Netherlands,0,GK,68,190,75,1,24,1,1,1,1,10,10,6,13,10,33,64,8,11,31,30,14,20,28,23,33,18,64,35,37,61,10,21,7,8,12,14,19,8,67,70,62,66,68
Denzel Dumfries,Netherlands,3,RB,68,189,80,1,20,1,1,2,2,62,54,66,70,72,75,64,58,57,40,48,62,60,55,77,80,77,80,53,72,75,60,45,29,33,40,33,43,28,13,10,7,10,14
Takuya Iwanami,Japan,2,CB,68,186,72,1,22,1,0,3,2,63,20,64,67,69,68,41,28,63,56,52,24,63,61,77,75,75,73,55,68,83,74,39,15,20,25,28,37,27,12,9,13,14,8
Shoma Doi,Japan,9,ST,68,172,63,1,24,1,1,3,4,73,72,41,36,42,41,68,73,38,70,67,57,73,66,59,64,62,43,79,76,56,62,65,71,64,72,56,65,63,15,6,9,13,6
Keigo Higashi,Japan,4,LM,68,178,72,1,26,1,0,4,3,71,68,41,39,40,56,65,69,52,64,60,70,68,63,65,61,71,68,63,59,61,57,63,65,64,57,59,61,60,6,10,14,8,9
Takuji Yonemoto,Japan,5,CM,68,177,70,1,26,1,1,3,3,70,67,65,64,62,66,68,58,70,62,60,68,67,69,68,65,78,61,64,72,58,61,58,54,60,41,52,56,46,7,7,9,14,11
Yohei Toyoda,Japan,9,ST,68,185,79,1,31,2,1,4,3,61,54,22,17,28,62,69,70,29,44,70,39,54,39,56,54,62,78,50,66,73,77,68,74,56,35,33,58,53,7,14,13,6,15
Shinnosuke Nakatani,Japan,2,CB,68,184,79,1,21,2,2,3,2,43,29,65,69,72,52,64,21,71,33,47,22,42,21,73,75,65,80,55,70,77,72,35,18,19,22,23,37,47,14,7,13,9,13
Kosuke Nakamura,Japan,0,GK,68,184,72,1,22,1,1,3,1,18,12,8,14,13,31,73,6,9,27,33,12,17,21,26,27,24,61,53,50,54,12,20,9,9,14,11,13,9,55,74,68,59,75
Facundo Silva,Argentina,4,LM,68,174,73,1,26,1,1,3,4,68,76,41,47,43,63,65,70,45,56,57,50,73,67,73,77,60,57,76,77,73,71,63,56,58,43,47,54,47,11,9,10,15,14
Gabriel Carabajal,Argentina,4,LM,68,178,75,1,25,1,1,3,3,69,75,32,36,30,40,65,70,26,76,62,59,65,63,68,72,49,64,76,70,55,39,63,62,73,43,36,41,43,14,5,9,11,6
Takuto Hayashi,Japan,0,GK,68,188,87,1,34,1,1,2,1,15,8,6,13,12,24,59,4,10,44,26,12,19,16,25,31,22,74,39,38,55,11,18,5,6,14,13,17,6,67,63,64,72,69
Yoshiaki Komai,Japan,8,RW,68,168,64,1,24,2,0,3,3,66,69,24,29,24,34,59,64,34,59,57,71,68,52,81,74,81,45,88,79,76,39,64,61,68,55,49,59,53,11,9,5,7,14
Shingo Tomita,Japan,5,CDM,68,169,64,1,30,1,2,3,2,68,56,68,66,65,59,70,37,72,59,47,40,71,63,52,52,70,47,83,75,66,44,41,32,27,33,31,41,27,9,13,12,13,7
Tsukasa Umesaki,Japan,5,CAM,68,169,68,1,30,2,0,4,3,69,68,38,39,41,39,58,65,37,69,57,57,68,66,73,62,65,56,82,75,55,44,71,59,72,68,64,70,66,12,12,11,8,10
Tomoya Ugajin,Japan,4,LM,68,172,71,0,29,2,1,4,3,67,68,48,51,49,58,63,67,41,61,47,68,69,66,76,65,72,64,76,71,67,53,70,55,66,64,59,66,44,12,9,6,8,9
Enrique Soto,Colombia,4,LM,68,162,60,0,21,1,1,3,3,64,76,38,43,42,41,52,57,29,65,59,72,66,53,87,82,83,29,91,90,72,36,54,41,38,63,63,46,38,11,8,10,8,8
Bismark,Brazil,4,LM,68,170,78,1,23,2,1,4,3,68,68,40,35,27,57,59,66,37,66,65,54,60,59,88,90,74,60,86,83,52,54,71,69,63,67,64,66,59,12,6,11,10,8
JoaquÃ­n,Spain,2,CB,68,190,66,1,20,1,1,3,3,67,60,65,64,71,69,58,50,64,62,52,46,70,66,51,55,71,77,38,32,57,63,59,43,45,48,49,47,39,14,9,13,12,14
Juan Muriel Orlando,Argentina,9,ST,68,181,77,1,28,2,0,3,2,69,71,19,18,20,26,51,67,24,50,54,32,67,58,67,71,67,76,69,68,70,70,65,73,57,35,31,63,39,8,9,8,6,10
JosÃ© David Moya,Colombia,2,CB,68,185,77,1,24,1,1,3,2,49,33,69,62,72,57,59,20,74,25,55,28,55,43,63,54,60,74,56,42,75,68,40,30,33,26,30,36,29,10,6,6,6,11
Diego FabiÃ¡n Torres,Argentina,7,LW,68,174,70,0,26,1,1,4,3,71,72,48,40,43,56,59,64,45,67,57,67,70,66,67,71,71,63,71,70,58,43,67,65,71,57,62,58,53,13,13,11,11,7
Kosuke Ota,Japan,1,LB,68,179,78,0,29,2,1,2,3,71,72,57,66,64,61,61,62,66,66,66,76,72,71,74,72,78,57,74,73,64,48,69,48,56,78,69,63,56,7,6,6,9,5
Justin Hoogma,Netherlands,2,CB,68,186,74,0,18,1,2,3,2,65,45,62,69,72,68,66,32,71,34,63,28,67,70,67,64,65,72,60,61,65,58,47,23,24,37,33,35,30,7,11,14,13,9
Ioan Adrian Hora,Romania,6,RM,68,181,76,1,28,2,1,3,3,66,63,44,48,50,55,68,70,53,67,65,65,66,63,76,73,65,68,67,70,50,55,65,70,62,61,63,67,59,10,9,9,9,13
Daniel CataÃ±o,Colombia,5,CAM,68,174,75,1,25,1,1,3,3,67,75,25,38,35,45,66,62,39,70,65,54,70,63,69,69,53,58,73,61,64,48,55,53,61,53,63,60,35,7,10,15,9,10
JosÃ© ArnÃ¡iz,Spain,9,ST,68,180,75,1,21,1,1,4,3,72,74,25,28,27,40,60,61,29,61,51,65,70,62,68,63,56,57,67,56,47,65,72,70,66,58,47,68,62,14,13,9,15,13
Axel Tuanzebe,England,2,CB,68,185,72,1,19,1,2,2,2,59,60,66,67,66,72,60,31,62,35,52,33,65,49,74,77,66,74,65,62,77,68,46,26,34,36,37,50,37,13,5,5,8,12
Aitor,Spain,8,RW,68,177,67,0,21,1,1,3,3,68,72,23,22,24,38,59,63,23,71,48,63,67,46,76,71,53,49,75,81,48,39,42,69,61,70,61,65,58,10,11,14,14,8
JoÃ£o Nunes,Portugal,2,CB,68,188,80,1,21,1,1,3,2,58,53,64,63,69,74,56,21,61,55,62,53,66,64,61,63,57,76,51,45,74,71,51,21,42,57,36,53,37,10,6,10,13,10
Trent Alexander-Arnold,England,3,RB,68,175,69,1,18,2,1,3,2,61,65,62,63,63,67,60,62,60,63,64,66,74,67,83,83,81,57,75,74,66,58,62,58,46,52,50,55,41,6,14,14,15,7
IvÃ¡n Alejo,Spain,6,RM,68,184,76,1,22,1,1,3,3,70,73,39,32,30,25,61,59,39,59,49,66,66,62,74,85,65,64,59,69,68,47,59,52,55,54,49,47,56,14,9,14,12,10
Yanni RegÃ¤sel,Germany,3,RB,68,176,72,1,21,1,1,3,2,69,66,65,69,71,72,62,52,63,49,56,67,67,56,69,74,69,62,72,69,61,48,51,31,30,51,31,39,26,14,9,14,12,6
TomÃ¡s Andrade,Argentina,5,CAM,68,174,67,0,20,1,1,2,4,67,76,24,22,21,36,55,63,24,69,51,48,66,62,75,84,82,53,81,82,60,40,52,52,58,46,45,50,43,9,12,8,10,15
Pedro Pereira,Portugal,3,RB,68,174,70,1,19,1,1,2,2,65,61,65,69,65,60,66,62,67,45,42,65,64,57,75,75,70,47,80,80,58,56,35,35,28,46,35,48,35,11,10,9,6,12
Matheus Ãndio,Brazil,8,RW,68,170,70,1,21,2,1,3,3,70,69,45,37,42,47,67,62,24,64,54,70,70,69,77,75,68,57,79,77,64,49,71,62,59,73,61,51,50,9,7,15,11,15
Deyvison,Brazil,2,CB,68,188,84,0,28,0,2,2,2,50,41,65,70,72,72,58,23,57,32,48,31,49,30,54,62,64,78,53,49,73,72,48,29,27,34,26,45,34,12,7,11,7,11
Kaio Figueiras,Brazil,1,LB,68,177,71,0,25,2,1,2,3,61,67,61,62,63,61,72,67,66,58,56,72,67,70,71,72,81,67,78,77,56,55,62,45,51,47,51,52,45,7,10,7,15,15
Franci Martinho,Brazil,9,ST,68,191,93,0,33,1,1,3,3,57,61,11,12,11,43,62,62,31,41,41,55,51,41,55,71,55,88,41,42,63,75,77,71,64,41,51,51,61,10,12,11,9,11
AdÃ£o Salvadaldo,Brazil,9,ST,68,174,69,0,33,1,1,5,4,71,77,22,23,17,40,61,65,30,36,58,61,55,41,78,75,55,49,84,87,66,61,66,72,71,51,52,77,65,7,13,15,15,8
Dener Rolim,Brazil,5,CAM,68,178,78,1,29,2,1,4,4,70,73,23,25,27,65,65,72,23,72,68,55,62,58,67,60,74,62,65,50,54,57,60,62,74,70,75,50,51,13,12,10,9,15
Lucas MedeirÃ£o,Brazil,5,CAM,68,179,74,1,33,2,1,3,4,65,75,33,35,34,40,71,76,33,75,56,55,53,59,74,52,55,59,63,40,43,48,61,71,65,59,66,51,52,11,13,19,15,12
Hedson PorfÃ­rio,Brazil,5,CAM,68,178,74,0,29,1,1,2,3,65,70,23,35,42,44,67,70,22,70,62,52,72,62,49,65,49,50,73,68,49,51,52,58,61,73,77,60,44,17,13,17,17,17
Claudiosa Paes,Brazil,5,CDM,68,177,74,1,25,1,2,4,2,64,57,68,71,70,70,63,52,63,60,59,53,75,61,73,71,69,62,68,71,49,62,68,55,64,51,62,68,48,9,7,8,9,16
Helito Caldeira,Brazil,3,RB,68,188,82,1,33,1,1,3,3,77,57,76,71,58,70,66,57,73,43,63,58,69,58,62,66,58,77,49,60,54,73,72,47,49,73,61,64,56,8,14,13,10,13
JessÃ© Ferdeira,Brazil,1,LB,68,181,80,0,25,1,1,1,2,59,54,67,70,74,71,62,53,65,56,62,67,68,70,62,68,69,67,64,53,72,64,61,51,50,53,52,58,42,7,8,10,9,11
Leyvin Balanta,Colombia,1,LB,68,186,78,0,26,1,0,2,2,61,54,68,74,70,49,69,60,66,56,58,62,59,36,63,74,61,73,54,54,72,73,45,38,38,51,32,45,37,7,9,13,12,8
Arthur Silbeira,Brazil,9,ST,68,178,78,1,33,1,1,3,4,66,75,22,30,33,52,63,56,23,60,48,58,61,42,63,65,47,69,72,43,58,75,71,71,77,59,53,75,64,12,11,15,14,13
Cris Laranjeiros,Brazil,9,ST,68,175,72,1,33,1,1,3,3,72,64,23,24,23,58,65,68,23,42,65,44,58,41,77,75,76,55,80,75,75,55,71,74,51,82,62,65,64,13,16,14,15,15
AdÃ£o Morrinhos,Brazil,9,ST,68,177,73,1,25,1,1,3,3,63,65,18,17,23,44,65,57,21,48,54,60,51,54,57,78,54,74,68,67,75,66,78,73,71,54,71,54,72,10,7,9,11,21
Jadson Castrelo,Brazil,5,CDM,68,186,81,1,33,2,0,3,2,67,61,61,59,71,74,62,56,64,46,74,51,65,68,57,54,84,81,51,60,57,56,60,46,51,52,48,66,41,9,8,8,13,10
Welson Leima,Brazil,5,CDM,68,177,78,1,33,1,1,3,2,42,42,74,63,73,62,70,45,70,62,63,57,72,65,51,50,67,72,74,50,68,47,52,33,41,32,43,53,22,14,15,15,15,14
Claytisco Branco,Brazil,3,RB,68,184,72,1,33,1,2,3,2,59,52,75,66,76,77,65,55,72,52,61,71,64,63,63,61,57,67,51,58,52,60,63,46,54,57,45,56,52,8,13,11,10,10
Anselmo MeirÃ¡s,Brazil,3,RB,68,177,75,1,33,0,1,2,2,50,53,68,68,65,50,70,42,72,41,59,62,69,60,72,66,74,58,68,48,64,59,41,39,56,47,37,45,48,9,13,8,9,13
Fredinho Mutto,Brazil,1,LB,68,178,78,0,25,1,1,2,2,60,45,66,75,56,87,68,49,73,47,57,67,69,76,68,74,67,63,57,64,44,57,44,44,55,68,55,40,48,8,7,9,13,9
Suat Serdar,Germany,5,CM,68,183,75,1,19,1,1,3,2,72,69,63,65,69,78,67,63,65,65,62,57,72,67,62,66,69,76,67,68,67,60,63,40,44,42,45,44,40,13,15,5,8,10
Jean Luc Assoubre,Ivory Coast,8,RW,68,180,67,1,24,2,1,3,4,71,72,26,22,24,36,63,64,27,56,66,62,61,49,90,89,59,74,69,87,72,54,62,57,51,55,42,54,42,9,9,14,7,7
RubÃ©n Alcaraz,Spain,5,CM,68,180,80,1,25,1,1,3,2,61,55,54,63,72,70,64,65,69,68,67,57,70,72,60,59,68,71,58,60,60,52,81,54,71,72,73,70,52,12,10,9,14,13
Franck-Yves Bambock,France,5,CDM,68,181,78,1,21,1,2,3,2,60,59,60,67,81,80,55,59,64,56,56,48,74,56,63,65,80,78,63,59,63,48,76,38,52,41,42,49,39,8,7,6,12,8
Bryan Heynen,Belgium,5,CM,68,174,64,1,20,2,2,4,2,73,67,52,58,62,59,58,59,61,70,74,60,74,68,65,69,71,55,78,72,64,55,57,41,54,65,47,58,48,8,7,6,12,10
JoÃ£o GÃ³is,Portugal,3,RB,68,174,66,1,26,1,1,2,2,63,60,69,69,71,64,69,48,67,39,37,56,51,41,69,73,76,53,80,65,71,63,66,28,32,43,36,47,32,6,14,12,8,8
Denis PopoviÄ,Slovenia,5,CM,68,187,75,1,27,1,1,4,3,71,65,49,58,56,58,61,66,70,64,56,55,74,66,72,69,73,59,66,70,61,39,58,47,54,53,70,72,53,12,12,8,14,8
SaÅ¡a MarkoviÄ‡,Serbia,5,CDM,68,184,77,1,26,1,1,3,2,71,64,58,49,68,80,64,69,71,66,49,58,69,68,56,56,63,81,57,69,59,49,74,61,68,70,73,59,49,6,5,11,11,7
Miguel Vieira,Portugal,2,CB,68,190,80,1,26,0,1,2,2,51,28,69,69,72,78,52,24,74,28,42,32,45,33,57,59,58,79,50,45,70,52,47,24,24,30,26,47,33,10,6,13,8,12
MiramÃ³n,Spain,4,LM,68,176,74,1,27,1,1,3,2,70,67,27,38,49,49,59,61,26,69,61,74,74,70,67,64,64,59,71,65,59,42,61,58,53,60,64,59,54,14,11,15,10,13
Ariajasuru Hasegawa,Japan,5,CM,68,186,78,1,28,1,1,4,3,65,60,42,50,62,58,63,66,45,71,65,54,77,70,63,65,76,78,50,68,67,57,65,56,47,52,49,53,41,9,12,14,13,9
NÃ©stor,Spain,5,CM,68,187,80,1,24,1,1,3,2,68,75,30,38,58,52,61,70,46,73,71,64,70,65,50,59,69,65,55,44,60,48,64,64,56,60,48,73,52,11,15,15,14,11
HÃ©lder Tavares,Portugal,5,CM,68,178,73,1,27,1,2,2,2,65,61,60,62,67,79,76,67,69,57,70,51,74,72,63,67,82,68,67,79,57,59,74,40,47,48,42,52,46,8,12,8,6,14
Marko BaÅ¡iÄ‡,Croatia,5,CDM,68,188,81,1,28,1,2,3,2,60,58,65,60,63,60,69,63,78,67,67,58,64,60,66,73,81,73,56,71,82,77,53,33,32,60,40,59,30,12,12,10,12,5
KÃ©vin Hoggas,France,5,CAM,68,183,73,1,25,1,1,2,3,70,71,35,46,43,49,50,65,46,69,63,69,71,66,66,67,64,74,62,68,59,65,70,65,67,66,62,65,55,11,6,11,12,12
Pascal KÃ¶pke,Germany,9,ST,68,178,75,1,21,1,1,3,3,65,67,16,18,18,45,62,63,23,48,49,51,60,49,83,73,74,62,82,77,77,66,75,67,64,57,39,68,65,8,8,11,6,8
Darko LaziÄ‡,Serbia,2,CB,68,185,80,1,22,1,2,4,2,51,44,69,68,71,65,60,45,64,47,62,28,58,60,65,68,68,70,65,54,76,67,40,21,23,36,29,43,27,8,11,11,12,13
Patrick Eze,Nigeria,9,ST,68,186,78,1,24,1,1,3,2,65,62,20,18,21,62,64,61,15,44,60,43,54,40,79,81,79,80,64,85,72,64,75,69,68,46,40,67,62,11,14,13,15,15
Pica,Portugal,2,CB,68,185,82,1,30,1,1,2,2,55,52,64,67,72,76,59,33,64,31,46,29,48,44,39,47,52,77,62,41,67,72,66,24,28,53,29,42,33,12,10,7,11,15
Otegui,Spain,5,CM,68,171,63,1,19,1,1,3,2,75,63,64,64,74,64,62,60,61,65,64,45,75,65,74,72,74,58,74,70,63,63,57,40,41,40,43,52,41,13,15,10,11,15
Vincent Marchetti,France,5,CM,68,181,69,0,19,1,1,3,3,73,66,67,68,69,59,60,61,60,61,61,68,72,73,69,72,65,62,67,68,60,58,59,60,61,54,58,57,59,15,12,10,10,9
Matty Taylor,England,9,ST,68,175,72,1,27,2,1,3,2,67,66,15,21,19,59,55,71,24,67,59,50,64,53,76,79,73,56,83,80,77,68,70,70,63,62,37,72,55,11,13,14,11,15
Omar Perdomo,Spain,4,LM,68,178,75,1,23,2,1,4,3,64,70,32,28,22,42,57,61,41,61,56,62,65,57,86,85,75,58,78,83,63,51,69,66,58,50,57,53,41,16,14,7,11,11
Rob Holding,England,2,CB,68,189,75,1,21,1,1,3,2,68,65,66,68,70,60,66,40,63,55,71,52,62,44,64,66,76,75,71,60,73,64,48,30,27,33,30,38,27,14,14,10,11,13
Jair CÃ©spedes,Peru,1,LB,68,171,72,0,32,1,1,3,2,62,56,72,70,71,46,60,47,65,34,53,63,68,61,69,57,78,49,76,51,61,57,53,33,43,41,46,66,49,10,16,14,11,13
Robert Arboleda,Ecuador,1,LB,68,180,70,0,25,1,1,2,2,53,61,75,70,72,73,61,35,64,45,57,57,63,59,72,77,77,58,69,67,71,58,44,32,38,42,19,44,23,13,9,8,8,11
Librado Azcona,Ecuador,0,GK,68,184,87,1,33,1,1,2,1,25,20,16,15,15,22,54,19,26,46,30,13,25,24,46,48,36,66,56,41,61,20,20,19,20,13,21,28,18,75,63,71,56,78
Ablae Mbengue,Senegal,9,ST,68,187,78,1,24,2,0,3,3,64,62,23,19,18,32,69,65,13,47,53,38,55,33,70,77,70,62,67,74,63,64,72,74,66,45,40,62,68,12,11,14,15,10
Felix Passlack,Germany,3,RB,68,170,74,1,18,1,1,4,3,73,72,63,65,70,75,63,59,58,54,58,68,70,57,77,69,77,69,91,78,77,44,70,57,54,67,66,60,51,16,10,10,11,9
Zhang Yuning,China PR,9,ST,68,185,80,1,20,1,1,4,3,68,59,26,18,22,47,54,68,23,56,60,53,67,63,62,66,61,79,61,62,73,74,73,67,63,58,41,42,62,12,14,6,12,9
Lucas Venuto,Brazil,6,RM,68,164,60,1,22,2,1,4,3,74,75,33,43,41,60,52,55,37,58,54,61,58,56,90,86,71,31,92,91,80,45,65,62,59,61,58,57,49,10,8,16,8,12
Jeong Seung Hyeon,Korea Republic,2,CB,68,189,85,1,22,0,2,4,2,37,32,72,67,71,60,61,28,65,48,45,22,51,44,38,45,58,77,46,34,79,70,36,19,17,52,47,35,24,7,15,14,13,15
